tweet_id,favorite_count,retweet_count
757611664640446465,4293,1009
757597904299253760,0,278
757596066325864448,4074,959
757400162377592832,14150,6324
757393109802180609,5453,1578
757354760399941633,4208,1302
756998049151549440,5872,1835
756939218950160384,6223,1841
756651752796094464,4703,1191
756526248105566208,9718,3302
756303284449767430,3703,1005
756288534030475264,41228,16323
756275833623502848,5985,1405
755955933503782912,6831,2633
755206590534418437,15318,4908
755110668769038337,19760,10194
754874841593970688,0,7247
754856583969079297,6450,2311
754747087846248448,2420,477
754482103782404096,4938,1792
754449512966619136,3508,672
754120377874386944,7399,2163
753655901052166144,5461,1995
753420520834629632,7352,3236
753398408988139520,5360,1731
753375668877008896,7150,2137
753298634498793472,0,5213
753294487569522689,3127,960
753039830821511168,34616,19195
753026973505581056,3659,877
752932432744185856,11763,6298
752917284578922496,6507,1443
752701944171524096,0,2618
752682090207055872,5611,1460
752660715232722944,4082,1424
752568224206688256,5119,2086
752519690950500352,6869,3157
752334515931054080,3594,1009
752309394570878976,0,14903
752173152931807232,5550,1671
751950017322246144,2853,832
751937170840121344,4836,1200
751830394383790080,5446,1787
751793661361422336,5397,2618
751598357617971201,7417,2832
751583847268179968,4111,1004
751538714308972544,4724,1148
751456908746354688,3012,925
751251247299190784,11746,5397
751205363882532864,5903,1666
751132876104687617,4726,1187
750868782890057730,4464,1251
750719632563142656,12263,4592
750506206503038976,4143,1055
750429297815552001,12305,3921
750383411068534784,4266,1042
750381685133418496,670,27
750147208377409536,2912,875
750132105863102464,3373,1183
750117059602808832,4054,1211
750101899009982464,2848,777
750086836815486976,2024,491
750071704093859840,7257,3036
750056684286914561,2956,819
750041628174217216,2969,567
750026558547456000,2532,720
750011400160841729,3012,820
749996283729883136,2836,756
749981277374128128,4786,2278
749774190421639168,4355,1211
749417653287129088,5694,1516
749403093750648834,2438,492
749395845976588288,7961,3157
749317047558017024,5098,2050
749075273010798592,5374,1888
749064354620928000,4504,1408
749036806121881602,2883,731
748977405889503236,10031,3132
748932637671223296,5411,2062
748705597323898880,2585,879
748699167502000129,4415,1460
748692773788876800,3957,1229
748575535303884801,5641,1813
748568946752774144,2049,610
748346686624440324,4858,1122
748337862848962560,7071,3739
748324050481647620,3462,693
748307329658011649,3450,655
748220828303695873,13151,7116
747963614829678593,5390,1958
747933425676525569,6180,2359
747885874273214464,2724,882
747844099428986880,2630,677
747816857231626240,4505,1061
747651430853525504,1273,143
747648653817413632,11981,5334
747600769478692864,2172,523
747594051852075008,3426,950
747512671126323200,5137,1478
747461612269887489,3596,949
747439450712596480,5043,1752
747242308580548608,0,2636
747219827526344708,4897,1442
747204161125646336,3127,833
747103485104099331,8897,3627
746906459439529985,2723,271
746872823977771008,5581,1950
746818907684614144,4957,1597
746790600704425984,4527,1465
746757706116112384,8859,3558
746726898085036033,5640,1641
746542875601690625,4700,1748
746521445350707200,0,901
746507379341139972,4347,991
746369468511756288,5767,1489
746131877086527488,6402,2004
746056683365994496,3325,741
745789745784041472,3677,965
745712589599014916,6515,2130
745433870967832576,6551,2312
745422732645535745,7953,2206
745314880350101504,6614,2483
745074613265149952,7284,3188
745057283344719872,6757,2056
744995568523612160,2751,569
744971049620602880,7311,2448
744709971296780288,5231,1440
744334592493166593,6343,1937
744234799360020481,144832,70704
744223424764059648,1534,327
743980027717509120,3902,1005
743895849529389061,3409,880
743835915802583040,0,1873
743609206067040256,4163,1270
743595368194129920,16983,5967
743545585370791937,3285,862
743510151680958465,7416,3419
743253157753532416,3933,1124
743222593470234624,5736,1744
743210557239623680,3562,1237
742534281772302336,6573,3284
742528092657332225,4110,1796
742465774154047488,6760,3608
742423170473463808,9106,3424
742385895052087300,6293,1780
742161199639494656,4007,1248
742150209887731712,4717,1402
741793263812808706,4217,1387
741743634094141440,7553,2501
741438259667034112,3420,747
741303864243200000,8137,2923
741099773336379392,9235,5028
741067306818797568,8871,2817
740995100998766593,5834,2476
740711788199743490,3151,865
740699697422163968,2652,710
740676976021798912,16851,6218
740373189193256964,32603,12141
740365076218183684,2250,389
740359016048689152,3051,798
740214038584557568,6193,1790
739979191639244800,18513,5385
739932936087216128,3761,987
739844404073074688,3532,791
739623569819336705,3502,1241
739606147276148736,4995,1495
739544079319588864,36501,19278
739485634323156992,6610,2643
739238157791694849,107238,52885
738891149612572673,90,6
738885046782832640,3502,1045
738883359779196928,3049,723
738537504001953792,4706,1397
738402415918125056,3015,743
738184450748633089,3979,1108
738166403467907072,8089,3040
738156290900254721,2286,586
737826014890496000,4840,1611
737800304142471168,9278,3176
737678689543020544,4636,1203
737445876994609152,9459,4065
737322739594330112,3327,736
737310737551491075,13546,6759
736736130620620800,3891,1542
736392552031657984,16358,6666
736365877722001409,3680,1116
736225175608430592,7495,2551
736010884653420544,7266,2708
735991953473572864,3301,1037
735648611367784448,3731,1015
735635087207878657,5670,2144
735274964362878976,12054,4553
735256018284875776,3071,803
735137028879360001,2885,885
734912297295085568,2549,472
734787690684657664,11575,5763
734776360183431168,2327,489
734559631394082816,1378,355
733828123016450049,3309,718
733822306246479872,3388,931
733482008106668032,2883,854
733460102733135873,3876,1140
733109485275860992,49393,15534
732732193018155009,2233,483
732726085725589504,3296,799
732585889486888962,3366,713
732375214819057664,7439,2285
732005617171337216,13713,4878
731285275100512256,3221,903
731156023742988288,3552,1144
730924654643314689,5652,1791
730573383004487680,4472,1918
